name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
Vista Del Sol B,197,256992834.0,,yes,,,"POLYGON ((-111.9298143 33.4125372, -111.9297748 33.4125377, -111.9297778 33.4126733, -111.9297135 33.4126743, -111.9297133 33.4126659, -111.9296958 33.4126633, -111.929695 33.4126277, -111.9296528 33.4126283, -111.9296535 33.4126583, -111.9296334 33.4126586, -111.9296338 33.4126734, -111.9294612 33.4126763, -111.9294608 33.4126593, -111.9294272 33.4126598, -111.9294221 33.4126435, -111.9294056 33.412641, -111.9294058 33.4125441, -111.9294245 33.4125441, -111.9294245 33.4125269, -111.9294626 33.412527, -111.9294627 33.4124766, -111.9294082 33.4124765, -111.9294084 33.412377, -111.9294599 33.4123771, -111.92946 33.4123293, -111.9294169 33.4123292, -111.929417 33.4123171, -111.9294015 33.4123146, -111.9293984 33.4122098, -111.929419 33.4122124, -111.9294188 33.412195, -111.9294606 33.4121947, -111.9294604 33.4121764, -111.9296271 33.4121751, -111.9296273 33.412194, -111.9296427 33.4121939, -111.929643 33.4122339, -111.9297001 33.4122336, -111.9296999 33.4122034, -111.9297283 33.4122033, -111.9297282 33.4121846, -111.9297673 33.4121844, -111.929768 33.4123125, -111.9298183 33.4123123, -111.9298186 33.4123743, -111.9297051 33.4123747, -111.929705 33.4123619, -111.9296924 33.412362, -111.9296922 33.4123295, -111.9296532 33.4123297, -111.9296533 33.4123616, -111.929635 33.4123616, -111.929635 33.4123737, -111.9295797 33.412374, -111.9295798 33.4123814, -111.9296026 33.4123812, -111.9296036 33.4124737, -111.9295843 33.4124739, -111.9295844 33.412483, -111.9296344 33.4124825, -111.9296346 33.4124951, -111.9296565 33.4124948, -111.9296572 33.4125299, -111.9296919 33.4125295, -111.9296913 33.4124938, -111.9297136 33.4124935, -111.9297133 33.4124776, -111.929813 33.4124762, -111.9298143 33.4125372))",POINT (-111.9295861 33.4124285),1549.7,16681.2,23
Vista Del Sol D,198,256992835.0,,yes,,,"POLYGON ((-111.9304952 33.4120298, -111.930474 33.4120301, -111.9304743 33.4120442, -111.930434 33.4120448, -111.9304342 33.4120588, -111.9302839 33.412061, -111.9302837 33.4120495, -111.930261 33.4120498, -111.9302603 33.4120161, -111.9302173 33.4120168, -111.930218 33.4120483, -111.9301927 33.4120486, -111.9301929 33.41206, -111.9301191 33.412061, -111.9301189 33.4120501, -111.9301032 33.4120503, -111.9301026 33.4120208, -111.9300604 33.4120214, -111.930061 33.4120511, -111.9300408 33.4120514, -111.9300411 33.4120645, -111.9299574 33.4120657, -111.9299572 33.4120571, -111.9299416 33.4120573, -111.929941 33.4120252, -111.9299095 33.4120256, -111.9299073 33.4119135, -111.9299328 33.4119131, -111.9299323 33.4118853, -111.9299623 33.4118849, -111.9299619 33.4118628, -111.9300555 33.4118615, -111.9300559 33.4118786, -111.9300694 33.4118784, -111.9300702 33.4119164, -111.9300957 33.4119161, -111.930095 33.4118829, -111.9301172 33.4118826, -111.9301168 33.4118657, -111.9302007 33.4118645, -111.9302011 33.4118827, -111.9302213 33.4118824, -111.930222 33.4119179, -111.9302567 33.4119174, -111.9302561 33.4118865, -111.9302805 33.4118862, -111.9302802 33.4118713, -111.9303211 33.4118707, -111.9303192 33.4117808, -111.9303413 33.4117805, -111.9303409 33.4117612, -111.9302785 33.4117621, -111.9302782 33.4117493, -111.9302555 33.4117496, -111.9302548 33.4117196, -111.9302229 33.4117201, -111.9302235 33.4117488, -111.9302028 33.4117524, -111.930201 33.4117632, -111.9301173 33.4117644, -111.9301171 33.4117538, -111.9300977 33.411754, -111.9300969 33.4117164, -111.9300624 33.4117169, -111.9300631 33.4117478, -111.9300373 33.4117482, -111.9300376 33.4117592, -111.9299629 33.4117603, -111.9299627 33.4117504, -111.9299441 33.4117507, -111.9299434 33.4117224, -111.929916 33.4117228, -111.9299134 33.4116085, -111.9299371 33.4116082, -111.9299364 33.41158, -111.9299644 33.4115795, -111.9299641 33.4115676, -111.9300473 33.4115662, -111.9300475 33.4115746, -111.9300652 33.4115743, -111.9300662 33.4116117, -111.9301007 33.411611, -111.9301 33.4115855, -111.9301229 33.411585, -111.9301224 33.4115674, -111.9301993 33.4115659, -111.9302019 33.4115775, -111.9302214 33.4115777, -111.9302207 33.4116145, -111.9302617 33.4116151, -111.9302624 33.4115825, -111.9302872 33.4115829, -111.9302875 33.4115694, -111.9304287 33.4115715, -111.9304282 33.4115913, -111.9304684 33.4115919, -111.930468 33.4116124, -111.9304892 33.4116128, -111.9304874 33.4116962, -111.9304756 33.411696, -111.9304752 33.4117137, -111.9304498 33.4117134, -111.9304486 33.4117682, -111.9304921 33.4117688, -111.93049 33.4118669, -111.930452 33.4118664, -111.9304509 33.4119175, -111.9304755 33.4119179, -111.9304781 33.4119302, -111.9304931 33.41193, -111.9304952 33.4120298))",POINT (-111.9302169 33.4118168),2185.5,23525.0,23
Vista Del Sol C,199,256992836.0,,yes,,,"POLYGON ((-111.9298104 33.4119344, -111.929776 33.4119346, -111.9297772 33.4120714, -111.9297032 33.4120719, -111.929703 33.4120561, -111.9296863 33.4120562, -111.929686 33.4120226, -111.9296513 33.4120228, -111.9296516 33.4120563, -111.929631 33.4120565, -111.9296311 33.4120674, -111.9295373 33.412068, -111.9295369 33.4120218, -111.9295089 33.4120219, -111.9295093 33.4120648, -111.9294583 33.4120651, -111.9294582 33.4120479, -111.9294217 33.412048, -111.9294216 33.4120342, -111.9294078 33.4120342, -111.9294077 33.4119351, -111.9294232 33.4119351, -111.9294233 33.4119185, -111.9294639 33.4119186, -111.9294641 33.4118636, -111.9294157 33.4118635, -111.9294161 33.4117717, -111.9294275 33.4117717, -111.9294276 33.4117639, -111.9294643 33.4117643, -111.9294648 33.411723, -111.9294237 33.4117226, -111.929424 33.411702, -111.9294113 33.4117019, -111.9294129 33.4116049, -111.929426 33.4116051, -111.9294263 33.4115886, -111.9294598 33.411589, -111.9294659 33.4115681, -111.9295129 33.4115677, -111.9295135 33.4116173, -111.9295369 33.4116172, -111.9295364 33.4115727, -111.9296309 33.4115721, -111.929631 33.411585, -111.929651 33.4115849, -111.9296513 33.4116194, -111.9296987 33.4116192, -111.9296985 33.4115894, -111.9297235 33.4115894, -111.9297235 33.4115757, -111.9297721 33.4115756, -111.9297721 33.4117063, -111.9298094 33.4117063, -111.9298094 33.4117586, -111.9297149 33.4117586, -111.9297149 33.4117493, -111.9296965 33.4117492, -111.9296966 33.4117203, -111.9296542 33.4117202, -111.9296541 33.4117512, -111.9296351 33.4117511, -111.929635 33.4117672, -111.9295802 33.4117671, -111.9295802 33.4117727, -111.9296027 33.4117727, -111.9296025 33.4118659, -111.9295845 33.4118658, -111.9295845 33.4118753, -111.9296408 33.4118752, -111.9296408 33.4118896, -111.9296564 33.4118896, -111.9296565 33.4119189, -111.9296875 33.4119188, -111.9296873 33.4118918, -111.9297108 33.4118916, -111.9297106 33.411872, -111.9298098 33.4118714, -111.9298104 33.4119344))",POINT (-111.9295905 33.411823),1496.5,16108.6,23
Vista Del Sol Residential Parking,200,256992837.0,,parking,,,"POLYGON ((-111.9293184 33.4115479, -111.9293172 33.4126577, -111.9292512 33.4126577, -111.9292511 33.4127003, -111.9287207 33.4126999, -111.9287208 33.4125633, -111.928514 33.4125632, -111.9285149 33.4116263, -111.9285941 33.4116264, -111.9285941 33.4115474, -111.9293184 33.4115479))",POINT (-111.928927 33.4121097),9161.7,98615.2,23
,201,256992838.0,,yes,,,"POLYGON ((-111.9260938 33.4096964, -111.9260929 33.4098147, -111.9258761 33.4098135, -111.9258785 33.4095218, -111.9260917 33.409523, -111.9260907 33.4096568, -111.9261278 33.4096571, -111.9261275 33.4096965, -111.9260938 33.4096964))",POINT (-111.9259875 33.409669),660.0,7103.9,23
,202,257007821.0,,yes,,,"POLYGON ((-111.9282773 33.4145493, -111.9284243 33.4145486, -111.9284188 33.4137557, -111.9283504 33.4137561, -111.9283515 33.4139267, -111.928276 33.413927, -111.9282771 33.4140929, -111.9283516 33.4140925, -111.9283542 33.4144695, -111.9282767 33.4144699, -111.9282773 33.4145493))",POINT (-111.9283686 33.4141591),762.2,8204.7,18
,203,257007822.0,,yes,,,"POLYGON ((-111.928077 33.4145506, -111.9275141 33.4145506, -111.9275141 33.4144263, -111.9276136 33.4144263, -111.9276136 33.4144992, -111.9280771 33.4144992, -111.928077 33.4145506))",POINT (-111.9277491 33.4145124),374.0,4025.8,18
,204,257007823.0,,yes,,,"POLYGON ((-111.927655 33.4143727, -111.9275106 33.4143711, -111.9275106 33.4138193, -111.927655 33.4138178, -111.927655 33.4139066, -111.9275771 33.413905, -111.9275771 33.4142823, -111.9276531 33.4142823, -111.927655 33.4143727))",POINT (-111.9275635 33.4140955),521.3,5611.7,18
,205,257007824.0,,yes,,,"POLYGON ((-111.9280304 33.4139869, -111.9278531 33.4139885, -111.9278493 33.4136932, -111.9278968 33.4136927, -111.9278961 33.4136411, -111.9280259 33.4136399, -111.9280304 33.4139869))",POINT (-111.9279423 33.4138203),607.1,6534.8,18
,206,257007826.0,,yes,,,"POLYGON ((-111.9284162 33.4136937, -111.928405 33.4129938, -111.9282771 33.4129952, -111.9282784 33.4130786, -111.9283438 33.4130779, -111.9283453 33.4131698, -111.9282179 33.4131712, -111.928219 33.4132394, -111.9283227 33.4132382, -111.9283234 33.413285, -111.9282204 33.4132861, -111.9282217 33.413364, -111.9283408 33.4133626, -111.9283421 33.4134447, -111.9282748 33.4134455, -111.928276 33.4135181, -111.9283381 33.4135174, -111.9283399 33.4136254, -111.9282313 33.4136266, -111.9282324 33.4136957, -111.9284162 33.4136937))",POINT (-111.9283396 33.4133508),872.7,9393.5,18
,207,257007828.0,,yes,,,"POLYGON ((-111.9280221 33.413528, -111.9278863 33.4135279, -111.9278869 33.4129839, -111.9280307 33.412984, -111.9280306 33.4130801, -111.9279773 33.41308, -111.9279772 33.4131651, -111.9280684 33.4131651, -111.9280683 33.4132336, -111.9279732 33.4132335, -111.9279732 33.4132872, -111.9280762 33.4132873, -111.9280761 33.4133619, -111.9279445 33.4133618, -111.9279444 33.4134558, -111.9280222 33.4134559, -111.9280221 33.413528))",POINT (-111.9279578 33.4132458),703.5,7572.6,18
,208,257007829.0,,yes,,,"POLYGON ((-111.9278076 33.4129498, -111.9274712 33.4129477, -111.9274707 33.4130059, -111.9275163 33.4130123, -111.9275119 33.4131845, -111.9274382 33.4131832, -111.9274364 33.4132531, -111.9275053 33.4132543, -111.9275025 33.4133635, -111.9274593 33.4133627, -111.9274707 33.4134182, -111.9276166 33.4134196, -111.9276174 33.4133599, -111.9278056 33.4133616, -111.9278064 33.4132981, -111.9275577 33.4132959, -111.9275586 33.4132295, -111.927597 33.4132298, -111.9275975 33.4131798, -111.9278005 33.4131812, -111.927801 33.4131297, -111.9276013 33.4131284, -111.9276024 33.4130064, -111.9278071 33.4130078, -111.9278076 33.4129498))",POINT (-111.9276071 33.4131772),886.4,9541.6,23
,209,257007831.0,,yes,,,"POLYGON ((-111.9273072 33.4134056, -111.9273068 33.4133581, -111.9272839 33.4133582, -111.927283 33.4132396, -111.927332 33.4132393, -111.9273316 33.4131869, -111.92728 33.4131872, -111.9272786 33.4130091, -111.9273201 33.4130088, -111.9273196 33.4129383, -111.9269796 33.4129402, -111.9269803 33.4130252, -111.9271657 33.4130241, -111.9271665 33.4131169, -111.9269687 33.413118, -111.9269694 33.4132072, -111.9271564 33.4132062, -111.9271567 33.4132406, -111.9272585 33.4132401, -111.927259 33.4132974, -111.9269893 33.4132989, -111.9269897 33.4133548, -111.9271825 33.4133538, -111.9271829 33.4134062, -111.9273072 33.4134056))",POINT (-111.9271625 33.4131472),1008.4,10853.9,23
,210,257007832.0,,yes,,,"POLYGON ((-111.9277934 33.4135495, -111.927793 33.4134664, -111.9275131 33.4134673, -111.9275136 33.4135741, -111.9276269 33.4135738, -111.9276268 33.41355, -111.9277934 33.4135495))",POINT (-111.9276446 33.413514),267.6,2880.6,18
,211,257007833.0,,roof,,,"POLYGON ((-111.9266574 33.4145439, -111.9267676 33.414452, -111.9266631 33.4143695, -111.9265587 33.4144663, -111.9266574 33.4145439))",POINT (-111.9266622 33.4144574),187.8,2021.5,18
,212,257007834.0,,yes,,,"POLYGON ((-111.926854 33.4143207, -111.9268515 33.414198, -111.9266943 33.4142005, -111.9266954 33.4142522, -111.9267733 33.414322, -111.926854 33.4143207))",POINT (-111.9267827 33.4142543),171.1,1841.8,18
,213,257007835.0,,yes,,,"POLYGON ((-111.9272695 33.4146095, -111.9272656 33.4143115, -111.9270863 33.4143131, -111.9270902 33.4146111, -111.9272695 33.4146095))",POINT (-111.9271779 33.4144613),549.5,5915.0,18
,214,257008991.0,,retail,,,"POLYGON ((-111.9174603 33.4195443, -111.9172532 33.4195405, -111.9171159 33.4195518, -111.9169651 33.4195687, -111.9168368 33.4195893, -111.9168323 33.4194409, -111.9170101 33.4194503, -111.9172667 33.4194823, -111.917458 33.4195104, -111.9174603 33.4195443))",POINT (-111.9170743 33.419511),550.7,5927.2,14
,215,257008992.0,,retail,,,"POLYGON ((-111.916686 33.4196194, -111.9166822 33.419521, -111.9166265 33.4195225, -111.9166209 33.4193783, -111.9164475 33.419383, -111.9164499 33.4194431, -111.9160511 33.4194539, -111.9160524 33.4194869, -111.9156749 33.4194971, -111.9156786 33.419591, -111.9157969 33.4195878, -111.9157979 33.4196128, -111.9156046 33.4196181, -111.915465 33.419622, -111.9154741 33.4198454, -111.9158792 33.419834, -111.9158825 33.4199162, -111.9161661 33.4197904, -111.9161633 33.4197559, -111.9162377 33.4197517, -111.9162342 33.4197078, -111.916354 33.419701, -111.9163502 33.4196543, -111.916569 33.4196419, -111.916686 33.4196194))",POINT (-111.9160502 33.4196341),3549.9,38210.9,14
,216,257008993.0,,retail,,,"POLYGON ((-111.915329 33.4198713, -111.9153287 33.4196797, -111.9148122 33.4196803, -111.9148125 33.4198719, -111.915329 33.4198713))",POINT (-111.9150706 33.4197758),1021.1,10990.6,15
,217,257008994.0,,yes,,,"POLYGON ((-111.9153323 33.4201651, -111.915331 33.4199971, -111.9148101 33.4199998, -111.9148113 33.4201678, -111.9153323 33.4201651))",POINT (-111.9150712 33.4200825),901.2,9700.6,15
,218,257008995.0,,yes,,,"POLYGON ((-111.9157222 33.4206503, -111.9157205 33.4203746, -111.9156957 33.4203464, -111.9156327 33.420337, -111.9152996 33.4204723, -111.9149147 33.4205267, -111.9148855 33.4205512, -111.9148861 33.420654, -111.9157222 33.4206503))",POINT (-111.9153754 33.4205397),1764.4,18991.4,15
,219,257008996.0,,yes,,,"POLYGON ((-111.9175079 33.4200474, -111.917263 33.4197366, -111.9170896 33.4198318, -111.9173345 33.4201426, -111.9175079 33.4200474))",POINT (-111.9172987 33.4199396),796.4,8572.2,14
,220,257008997.0,,yes,,,"POLYGON ((-111.9167709 33.4199415, -111.9166879 33.4199708, -111.9167512 33.420096, -111.916493 33.420187, -111.916377 33.4199579, -111.9167183 33.4198376, -111.9167709 33.4199415))",POINT (-111.9165818 33.4200113),822.5,8853.4,14
,221,257008998.0,,yes,,,"POLYGON ((-111.9164186 33.4201935, -111.9163436 33.4200224, -111.9160217 33.4201207, -111.9160778 33.4202485, -111.9160192 33.4202664, -111.9161001 33.4204511, -111.9162129 33.4204166, -111.9161902 33.4203648, -111.9163706 33.4203097, -111.9163314 33.4202202, -111.9164186 33.4201935))",POINT (-111.9162061 33.4202216),1048.4,11285.3,14
,222,257008999.0,,yes,,,"POLYGON ((-111.9163827 33.4206415, -111.9163016 33.4204621, -111.9160205 33.4205507, -111.9160613 33.420641, -111.9160163 33.4206552, -111.9160957 33.4208306, -111.9163221 33.4207593, -111.9163101 33.4207328, -111.9163828 33.4207099, -111.9163557 33.42065, -111.9163827 33.4206415))",POINT (-111.9161985 33.4206452),921.3,9916.4,14
,223,257009000.0,,yes,,,"POLYGON ((-111.9169962 33.4205831, -111.9168898 33.4203499, -111.9167346 33.4203992, -111.9167089 33.420343, -111.916545 33.4203951, -111.9166387 33.4206005, -111.9168064 33.4205472, -111.9168448 33.4206312, -111.9169962 33.4205831))",POINT (-111.9167728 33.4204813),822.1,8848.5,14
,224,257009001.0,,yes,,,"POLYGON ((-111.9175051 33.4205618, -111.9174595 33.4204634, -111.9175088 33.4204475, -111.9174625 33.4203478, -111.917311 33.4203968, -111.9172858 33.4203425, -111.9171265 33.420394, -111.9172435 33.4206463, -111.9175051 33.4205618))",POINT (-111.9173239 33.420483),774.7,8338.8,14
Quality Inn at ASU-Airport,225,257009002.0,,yes,,,"POLYGON ((-111.9160931 33.4217563, -111.9159234 33.4217569, -111.9159215 33.4213482, -111.9160829 33.4213477, -111.9160919 33.4213777, -111.9161343 33.4213781, -111.9161324 33.421528, -111.9161144 33.4215318, -111.9161152 33.4216959, -111.9160928 33.4216959, -111.9160931 33.4217563))",POINT (-111.9160201 33.4215475),815.6,8779.3,14
,226,257009003.0,,retail,,,"POLYGON ((-111.9172904 33.4208188, -111.9172889 33.4214212, -111.9173428 33.4214213, -111.9173422 33.4216003, -111.9170149 33.4215996, -111.9170147 33.4216464, -111.9168891 33.421646, -111.9168893 33.4216063, -111.9165555 33.4216051, -111.9165566 33.4214143, -111.9166018 33.4214145, -111.916605 33.4208855, -111.9169308 33.4207868, -111.9169964 33.4209378, -111.9167783 33.4210039, -111.916778 33.4211525, -111.9168185 33.4211526, -111.9168178 33.4214875, -111.9170904 33.4214879, -111.9170919 33.4208185, -111.9172904 33.4208188))",POINT (-111.9169465 33.4212467),4025.2,43327.1,14
College Tutor,227,257009004.0,,yes,,,"POLYGON ((-111.915743 33.4216896, -111.9154729 33.4216614, -111.9155945 33.4208668, -111.915752 33.4208649, -111.915743 33.4216896))",POINT (-111.9156382 33.4213068),1790.3,19270.7,15
,228,257009005.0,,yes,,,"POLYGON ((-111.9149778 33.42159, -111.914953 33.4217365, -111.9148855 33.4217271, -111.914899 33.4216595, -111.9148202 33.421652, -111.9148225 33.4208123, -111.9151083 33.420816, -111.9149778 33.42159))",POINT (-111.9149331 33.4212036),1934.0,20817.0,15
,229,257009007.0,,apartments,,,"POLYGON ((-111.9144802 33.4200782, -111.9143612 33.4202029, -111.9140684 33.4200083, -111.9141874 33.4198836, -111.9144802 33.4200782))",POINT (-111.9142743 33.4200433),615.5,6625.6,15
,230,257009008.0,,apartments,,,"POLYGON ((-111.9140039 33.4201423, -111.9136236 33.4201429, -111.9136232 33.4199917, -111.9140036 33.419991, -111.9140039 33.4201423))",POINT (-111.9138136 33.420067),594.7,6401.5,15
,231,257009009.0,,yes,,,"POLYGON ((-111.9146647 33.4215729, -111.9146618 33.4212583, -111.9144671 33.4212595, -111.9144701 33.4215742, -111.9146647 33.4215729))",POINT (-111.9145659 33.4214162),630.0,6781.2,15
,232,257009010.0,,yes,,,"POLYGON ((-111.9142815 33.4215574, -111.9139575 33.4215568, -111.9139579 33.421415, -111.9142819 33.4214156, -111.9142815 33.4215574))",POINT (-111.9141197 33.4214862),473.4,5095.2,15
,233,257009011.0,,yes,,,"POLYGON ((-111.9146749 33.4210179, -111.9143452 33.4210153, -111.9143466 33.4208866, -111.9146763 33.4208892, -111.9146749 33.4210179))",POINT (-111.9145108 33.4209522),438.3,4718.2,15
,234,257009012.0,,yes,,,"POLYGON ((-111.9142814 33.4209802, -111.9141192 33.4212202, -111.9139838 33.4211565, -111.914146 33.4209165, -111.9142814 33.4209802))",POINT (-111.9141326 33.4210683),440.9,4745.4,15
University Center C,235,257009013.0,,yes,,,"POLYGON ((-111.9207197 33.4231426, -111.9205374 33.4232944, -111.9205828 33.4233324, -111.9205227 33.4233825, -111.9204715 33.4233397, -111.9202028 33.4235636, -111.92014 33.4235111, -111.9200471 33.4235886, -111.9199599 33.4235156, -111.920047 33.423443, -111.919977 33.4233845, -111.9202461 33.4231601, -111.9202066 33.4231272, -111.9202685 33.4230755, -111.9203222 33.4231203, -111.9205663 33.4229166, -111.9205871 33.422934, -111.9207258 33.4229368, -111.9207197 33.4231426))",POINT (-111.9203657 33.4232492),2415.4,25998.7,9
,236,257009014.0,,yes,,,"POLYGON ((-111.9200164 33.4225259, -111.9198265 33.4225266, -111.9198258 33.4223812, -111.9198662 33.4223811, -111.9198657 33.4222749, -111.9200152 33.4222744, -111.9200164 33.4225259))",POINT (-111.9199283 33.4224076),448.6,4828.6,14
,237,257009015.0,,yes,,,"POLYGON ((-111.9239859 33.4225409, -111.9236257 33.4225438, -111.9236259 33.4225619, -111.9234388 33.4225634, -111.9234363 33.4223431, -111.9238646 33.4223397, -111.9238652 33.422395, -111.9239842 33.422394, -111.9239859 33.4225409))",POINT (-111.9236924 33.4224501),1108.7,11934.0,13
Raising Cane's,238,257009016.0,,fast_food,,,"POLYGON ((-111.9244957 33.4224932, -111.924472 33.4224935, -111.9244724 33.4225206, -111.9242875 33.4225224, -111.9242847 33.422326, -111.9244933 33.4223239, -111.9244957 33.4224932))",POINT (-111.9243889 33.4224218),415.5,4472.6,13
,239,257009017.0,,yes,,,"POLYGON ((-111.9258426 33.4223381, -111.9256919 33.4224602, -111.9256712 33.4224424, -111.9256361 33.4224708, -111.9253866 33.4224712, -111.9253866 33.4224901, -111.9253372 33.4224901, -111.9253372 33.42253, -111.9251442 33.4225301, -111.9251441 33.4224866, -111.9250871 33.4224866, -111.9250871 33.4225244, -111.9247256 33.4225244, -111.9247256 33.4222588, -111.9250952 33.4222589, -111.9251014 33.4222916, -111.9251441 33.4222911, -111.9251435 33.4222527, -111.9253428 33.4222503, -111.9253436 33.4222928, -111.9255949 33.4222899, -111.9256031 33.4222537, -111.9258438 33.4222561, -111.9258426 33.4223381))",POINT (-111.9252258 33.4223816),2580.5,27775.9,13
,240,257009018.0,,yes,,,"POLYGON ((-111.926034 33.4230028, -111.9256885 33.4230044, -111.9256857 33.4225983, -111.9259211 33.422414, -111.926021 33.4224135, -111.9260224 33.4226174, -111.9259731 33.4226177, -111.9259744 33.4227917, -111.9260325 33.4227914, -111.926034 33.4230028))",POINT (-111.925861 33.422741),1751.3,18851.2,8
,241,257009019.0,,yes,,,"POLYGON ((-111.926023 33.4232624, -111.9256617 33.4232629, -111.9256612 33.4230621, -111.9260225 33.4230616, -111.926023 33.4232624))",POINT (-111.9258421 33.4231622),749.3,8065.2,8
,242,257009020.0,,yes,,,"POLYGON ((-111.9260194 33.4237385, -111.9256776 33.4237373, -111.925678 33.4236525, -111.9256553 33.4236524, -111.9256555 33.4236157, -111.9256845 33.4236158, -111.9256855 33.4234202, -111.926021 33.4234214, -111.9260194 33.4237385))",POINT (-111.9258498 33.4235805),1112.8,11978.3,8
Weatherup Center,243,257009022.0,,yes,,,"POLYGON ((-111.9240713 33.4249454, -111.9236321 33.4249404, -111.9236318 33.424959, -111.9234838 33.4249573, -111.9234845 33.4249186, -111.9234122 33.4249177, -111.9234115 33.4249556, -111.9232783 33.424954, -111.9232743 33.4249361, -111.9228176 33.4249332, -111.9228202 33.4246477, -111.9232529 33.4246505, -111.9232526 33.4246743, -111.9233508 33.424675, -111.9233505 33.4247022, -111.9235595 33.424704, -111.9235598 33.4246752, -111.9236497 33.424676, -111.92365 33.424654, -111.9240759 33.4246588, -111.9240713 33.4249454))",POINT (-111.9234468 33.4248025),3583.0,38566.8,9
,244,257051830.0,,yes,,,"POLYGON ((-111.9398324 33.4242149, -111.9393445 33.424216, -111.9393434 33.4239035, -111.9398314 33.4239024, -111.9398324 33.4242149))",POINT (-111.9395879 33.4240592),1567.4,16871.2,6
,245,257051831.0,,yes,,,"POLYGON ((-111.9397483 33.4248911, -111.9395576 33.4248547, -111.9395552 33.4248313, -111.9395038 33.424843, -111.9394361 33.424843, -111.9393521 33.4248098, -111.9392802 33.4248114, -111.9392698 33.4244802, -111.9395249 33.4244746, -111.9396766 33.4244961, -111.9396743 33.4244785, -111.9397724 33.4244805, -111.9398167 33.4245214, -111.9398209 33.4247373, -111.9397911 33.4247377, -111.9397483 33.4248911))",POINT (-111.9395473 33.4246614),1996.5,21490.3,6
Courtyard by Marriott Tempe Downtown,246,257051832.0,,yes,,,"POLYGON ((-111.9394136 33.4253587, -111.9397957 33.4253594, -111.9398237 33.4253321, -111.9398251 33.4250444, -111.9394305 33.4250431, -111.93943 33.4251386, -111.9395414 33.4251389, -111.9395412 33.4251765, -111.9396503 33.4251767, -111.9396501 33.4252261, -111.939414 33.4252257, -111.9394136 33.4253587))",POINT (-111.9396364 33.4252043),1142.9,12302.1,6
,247,257051833.0,,yes,,,"POLYGON ((-111.940491 33.425326, -111.9402344 33.4253281, -111.9402319 33.4251177, -111.9401734 33.4251182, -111.9401658 33.424489, -111.940534 33.4244859, -111.9405358 33.4246383, -111.9404734 33.4246389, -111.9404749 33.4247608, -111.94032 33.4247621, -111.9403206 33.4248104, -111.9404076 33.4248097, -111.9404087 33.4249024, -111.9406752 33.4249002, -111.9406764 33.4249951, -111.9403761 33.4249976, -111.9403763 33.4250195, -111.9404873 33.4250186, -111.940491 33.425326))",POINT (-111.9403503 33.4248897),2676.8,28813.0,6
,248,257051834.0,,yes,,,"POLYGON ((-111.9411182 33.4253333, -111.9409817 33.4253336, -111.9409818 33.4253606, -111.9407296 33.4253613, -111.9407281 33.4249473, -111.9411167 33.4249462, -111.9411182 33.4253333))",POINT (-111.9409202 33.4251492),1621.5,17453.7,6
,249,257051835.0,,yes,,,"POLYGON ((-111.9411602 33.4246585, -111.9408007 33.4246591, -111.9408002 33.4244359, -111.9411597 33.4244354, -111.9411602 33.4246585))",POINT (-111.9409802 33.4245472),827.9,8911.3,6
Whataburger,250,261331958.0,,fast_food,,,"POLYGON ((-111.9268132 33.413182, -111.9266324 33.4131847, -111.9265494 33.4131141, -111.9266064 33.4130502, -111.9266324 33.4130597, -111.9268083 33.4130515, -111.9268132 33.413182))",POINT (-111.9266965 33.413118),300.8,3237.5,23
,251,262798233.0,,yes,,,"POLYGON ((-111.9268695 33.4139677, -111.9268661 33.4138613, -111.9265188 33.4138691, -111.9265222 33.4139755, -111.9268695 33.4139677))",POINT (-111.9266941 33.4139184),381.4,4105.1,18
,252,276438748.0,,snack_bar,,,"POLYGON ((-111.9410929 33.4320198, -111.9410301 33.4320328, -111.9410179 33.4319918, -111.9410808 33.4319789, -111.9410929 33.4320198))",POINT (-111.9410554 33.4320058),28.3,304.5,1
,253,276438749.0,,toilets,,,"POLYGON ((-111.9415973 33.4300753, -111.9414942 33.4301333, -111.941453 33.4300823, -111.9415561 33.4300243, -111.9415973 33.4300753))",POINT (-111.9415252 33.4300788),79.0,850.8,1
,254,294050141.0,,parking,,,"POLYGON ((-111.9261437 33.4178292, -111.9260764 33.4178293, -111.9260765 33.4178795, -111.9256743 33.4178801, -111.9256742 33.41783, -111.9256557 33.41783, -111.9256556 33.4177891, -111.9256354 33.4177891, -111.9256353 33.4177386, -111.9255801 33.4177386, -111.9255792 33.4172286, -111.9257679 33.4172283, -111.9257688 33.417735, -111.9257104 33.4177351, -111.925723 33.4177484, -111.9257409 33.4177556, -111.9258078 33.4177555, -111.9258077 33.4177089, -111.9260832 33.4177084, -111.9260833 33.4177545, -111.9261435 33.4177544, -111.9261437 33.4178292))",POINT (-111.9257678 33.4176174),1730.1,18622.6,18
The Wedge,255,294050896.0,,yes,,,"POLYGON ((-111.9260911 33.4176876, -111.9258207 33.4176866, -111.925823 33.4172464, -111.9260934 33.4172474, -111.9260911 33.4176876))",POINT (-111.9259571 33.417467),1227.3,13211.0,18
