agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry
390,3222,1834,1,32,3222,2792,6641,1834;2524;1833;3541;3542;2541;2058;779;126;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3235;3233;3231;3237;2793;2795;2792;3222;,"LINESTRING (-111.9355056 33.4241499, -111.9355066 33.4242477, -111.9355078 33.424366, -111.9353948 33.4243414, -111.935387 33.4244898, -111.935094 33.42445189999999, -111.9351058 33.4253051, -111.9349717 33.4252787, -111.9349278 33.4254396, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9443068 33.4280856, -111.9443026 33.4279205, -111.9444372 33.4279205)"
392,3793,2293,1,32,3793,2767,498,2293;2291;2265;1703;1461;3122;2584;1689;1462;5263;3863;3864;3860;5251;660;1316;1315;662;5250;661;524;5257;523;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;581;5;3457;3227;864;2771;2768;2770;2767;3793;,"LINESTRING (-111.9317795 33.4213707, -111.9317267 33.42137039999999, -111.9317246 33.4212406, -111.9310682 33.4213452, -111.9309566 33.4213065, -111.9307529 33.4213066, -111.930754 33.4213901, -111.9307601 33.4218506, -111.9307608 33.421902, -111.9307644 33.4219973, -111.9332203 33.4219303, -111.9339885 33.4219235, -111.9348817 33.4219166, -111.9349692 33.4219591, -111.9350652 33.421917, -111.9356492 33.42191010000001, -111.9358451 33.4219117, -111.936563 33.4219081, -111.9366617 33.4219501, -111.936756 33.4219096, -111.93806 33.4218977, -111.9381457 33.4219425, -111.938246 33.4218977, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894, -111.944278 33.4269646, -111.94459 33.4269662, -111.9454989 33.4276893, -111.9457713 33.4276848, -111.9457707 33.4277998)"
394,2783,2045,1,32,2783,2785,6621,2045;192;4032;2875;780;126;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;2783;,"LINESTRING (-111.9336641 33.4243063, -111.9337564 33.4243075, -111.9337819 33.42491810000001, -111.9337642 33.42496269999999, -111.93477 33.4253016, -111.9349278 33.4254396, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461, -111.9447374 33.4305631)"
396,2781,2287,1,32,2781,2780,6617,2287;2286;2272;1466;1465;1469;1464;1468;2615;1699;1702;204;639;1812;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;,"LINESTRING (-111.931821 33.4210288, -111.9318205 33.4209582, -111.9317112 33.4209585, -111.9316996 33.4207468, -111.9313563 33.420664, -111.9314237 33.4204489, -111.9316459 33.4202851, -111.9316969 33.4202848, -111.9319459 33.4202834, -111.9319958 33.4202831, -111.9323282 33.4202813, -111.9327235 33.4202791, -111.9330072 33.4202772, -111.9334642 33.42027419999999, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457)"
397,3222,2279,1,32,3222,2792,6641,2279;1818;1816;1493;1492;1489;1488;1496;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;581;5;3457;3227;3225;3224;3230;2792;3222;,"LINESTRING (-111.9324969 33.4208065, -111.9326117 33.42084269999999, -111.9327278 33.4209511, -111.9327266 33.4207708, -111.9330416 33.4206118, -111.9330416 33.4207394, -111.9333581 33.4208603, -111.9336805 33.42073060000001, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9440975 33.4268702, -111.9441012 33.42767199999999, -111.9442962 33.4276724, -111.9443026 33.4279205, -111.9444372 33.4279205)"
399,5070,3247,1,32,5070,4267,10974,3247;3857;752;756;3936;3839;3887;3888;3889;3890;3548;824;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;4267;5070;,"LINESTRING (-111.9386591 33.4301382, -111.9385948 33.4300454, -111.9385575 33.4299923, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9391942 33.4295715, -111.9397917 33.4295164, -111.9399049 33.42944439999999, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9469 33.4295148, -111.94702915 33.4296417)"
402,3282,639,1,32,3282,2783,7718,639;1812;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9330072 33.4202772, -111.9334642 33.42027419999999, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
404,5070,491,1,32,5070,4267,10974,491;3134;3889;3890;3548;824;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;4267;5070;,"LINESTRING (-111.9391424 33.429559, -111.93919 33.4295544, -111.9397917 33.4295164, -111.9399049 33.42944439999999, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9469 33.4295148, -111.94702915 33.4296417)"
407,2781,1245,1,32,2781,2780,6617,1245;2516;2515;2498;3175;2491;684;3899;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;,"LINESTRING (-111.938213 33.4237066, -111.9382162 33.4232986, -111.9386927 33.4232947, -111.9386929 33.4231902, -111.9394081 33.4231893, -111.9398537 33.4231887, -111.9399581 33.4231886, -111.9399819 33.4231896, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457)"
409,4981,2461,1,32,4981,3154,10796,2461;3312;2460;759;1006;756;3936;3839;3887;813;412;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3152;3156;3154;4981;,"LINESTRING (-111.9363014 33.4312001, -111.9365101 33.4312064, -111.9367661 33.4312147, -111.9378105 33.43122630000001, -111.9375374 33.4306151, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9392114 33.4296405, -111.9398814 33.4295827, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445403012535 33.42977686543588)"
412,4994,2455,1,32,4994,3233,10822,2455;1006;756;3936;3839;3887;3888;3889;3890;3548;824;822;690;3842;279;50;3844;280;233;3236;3235;3233;4994;,"LINESTRING (-111.9350202 33.4303782, -111.9375374 33.4306151, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9391942 33.4295715, -111.9397917 33.4295164, -111.9399049 33.42944439999999, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9439325190184 33.42830657315629)"
417,4,2287,1,32,4,3237,2915,2287;2286;2272;1466;1465;1469;1464;1468;2615;1699;1702;204;639;1812;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3235;3233;3231;3237;4;,"LINESTRING (-111.931821 33.4210288, -111.9318205 33.4209582, -111.9317112 33.4209585, -111.9316996 33.4207468, -111.9313563 33.420664, -111.9314237 33.4204489, -111.9316459 33.4202851, -111.9316969 33.4202848, -111.9319459 33.4202834, -111.9319958 33.4202831, -111.9323282 33.4202813, -111.9327235 33.4202791, -111.9330072 33.4202772, -111.9334642 33.42027419999999, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475, -111.9443252 33.4291446)"
418,4986,807,1,32,4986,2784,10806,807;808;1667;821;781;393;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;4986;,"LINESTRING (-111.9347036 33.4257695, -111.9348328 33.4258491, -111.9346837 33.4256687, -111.9345749 33.4255132, -111.9346182 33.4254572, -111.9346514 33.4254248, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9455759559693 33.42991662511383)"
420,3282,2037,1,32,3282,4989,10813,2037;2036;2039;1483;3395;4031;2053;1218;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9335772 33.4236508, -111.933579 33.4235502, -111.93226 33.4235647, -111.9318676 33.4235693, -111.9316145 33.423358, -111.9315104 33.4234587, -111.9321434 33.4239735, -111.9321078 33.4240044, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
421,3154,2270,1,32,3154,3156,7419,2270;2264;1703;1461;3122;2584;1689;1462;5263;3863;3864;3860;5251;3865;2074;2068;176;2356;2065;2353;2063;191;2060;779;126;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3152;3156;3154;,"LINESTRING (-111.9323271 33.4214771, -111.9317292 33.4215199, -111.9310682 33.4213452, -111.9309566 33.4213065, -111.9307529 33.4213066, -111.930754 33.4213901, -111.9307601 33.4218506, -111.9307608 33.421902, -111.9307644 33.4219973, -111.9332203 33.4219303, -111.9339885 33.4219235, -111.9348817 33.4219166, -111.9349692 33.4219591, -111.9349659 33.4220803, -111.9349706 33.4226097, -111.9349741 33.4231487, -111.9349761 33.4232093, -111.9349907 33.423297, -111.93499 33.4233768, -111.9349897 33.423492, -111.9349826 33.4242604, -111.9349809 33.4243346, -111.9349808 33.4243956, -111.9349717 33.4252787, -111.9349278 33.4254396, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049)"
423,4636,2287,1,32,4636,2780,10106,2287;2286;2272;1466;1465;1469;1464;1468;2615;1699;1702;204;639;1812;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;4636;,"LINESTRING (-111.931821 33.4210288, -111.9318205 33.4209582, -111.9317112 33.4209585, -111.9316996 33.4207468, -111.9313563 33.420664, -111.9314237 33.4204489, -111.9316459 33.4202851, -111.9316969 33.4202848, -111.9319459 33.4202834, -111.9319958 33.4202831, -111.9323282 33.4202813, -111.9327235 33.4202791, -111.9330072 33.4202772, -111.9334642 33.42027419999999, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451075251154 33.42876891377961)"
425,5070,858,1,32,5070,4267,10974,858;989;2552;4054;1854;688;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;4267;5070;,"LINESTRING (-111.9367711 33.4254993, -111.938161 33.4254954, -111.9381622 33.4256128, -111.9381648 33.4259301, -111.9387635 33.427076, -111.9395019 33.4273825, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9469 33.4295148, -111.94702915 33.4296417)"
428,4996,3670,1,32,4996,1279,10826,3670;2056;2054;274;1217;392;277;1215;818;806;275;398;403;407;822;690;3842;279;50;49;1279;4996;,"LINESTRING (-111.9339938 33.4252848, -111.9335787 33.4251012, -111.9320584 33.42422089999999, -111.9320888 33.4241868, -111.9319949 33.4241089, -111.9306079 33.4232582, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427719 33.4275569, -111.9430789 33.4272077, -111.9432661100821 33.42738835038908)"
429,4991,2874,1,32,4991,3155,10816,2874;3132;759;1006;756;3936;3839;3887;813;412;692;3926;68;799;1155;744;427;3831;3832;430;740;3846;851;188;280;233;3236;3;3152;3156;3154;3155;4991;,"LINESTRING (-111.9391142 33.4307083, -111.9389724 33.4308244, -111.9378105 33.43122630000001, -111.9375374 33.4306151, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9392114 33.4296405, -111.9398814 33.4295827, -111.9399635 33.4295773, -111.940043 33.4295721, -111.9400872 33.4295692, -111.9401777 33.429559, -111.9406832 33.4295107, -111.941344 33.4294485, -111.9424679 33.4293072, -111.942523 33.42925200000001, -111.9427707 33.4291942, -111.9428468 33.4292652, -111.9428674 33.4293722, -111.9430137 33.4296434, -111.9434283 33.4295304, -111.9434575 33.4295241, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704, -111.9446671 33.42992599999999)"
431,3897,2874,1,32,3897,3900,7962,2874;3132;759;1006;756;3936;3839;3887;3888;3889;3890;3548;824;822;690;689;3900;3897;,"LINESTRING (-111.9391142 33.4307083, -111.9389724 33.4308244, -111.9378105 33.43122630000001, -111.9375374 33.4306151, -111.9374938 33.4305413, -111.9374689 33.4304979, -111.9385087 33.4299567, -111.9388274 33.4296956, -111.9391942 33.4295715, -111.9397917 33.4295164, -111.9399049 33.42944439999999, -111.9399022 33.4284956, -111.9398931 33.4275275, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399633 33.4273851, -111.939984 33.4273851, -111.9399788 33.4264657)"
432,3230,2055,1,32,3230,3224,7547,2055;821;781;393;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3235;3233;3231;3237;2793;2795;2792;3230;,"LINESTRING (-111.9348213 33.4256386, -111.9345749 33.4255132, -111.9346182 33.4254572, -111.9346514 33.4254248, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9443068 33.4280856, -111.9443026 33.4279205, -111.9442962 33.4276724)"
433,76,2287,1,32,76,75,171,2287;2286;2272;1466;1465;1469;1464;1468;2615;1699;1702;204;639;1812;1495;224;1416;1414;1226;1408;227;1227;482;1743;1740;613;1736;2559;2558;2557;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;581;5;3457;3227;864;2771;2768;2770;2767;3793;76;,"LINESTRING (-111.931821 33.4210288, -111.9318205 33.4209582, -111.9317112 33.4209585, -111.9316996 33.4207468, -111.9313563 33.420664, -111.9314237 33.4204489, -111.9316459 33.4202851, -111.9316969 33.4202848, -111.9319459 33.4202834, -111.9319958 33.4202831, -111.9323282 33.4202813, -111.9327235 33.4202791, -111.9330072 33.4202772, -111.9334642 33.42027419999999, -111.933688 33.4202728, -111.9341559 33.4202697, -111.9342885 33.4202734, -111.9344007 33.4202766, -111.9347904 33.4202875, -111.9348587 33.42028939999999, -111.935078 33.4202956, -111.9357401 33.4202904, -111.9366336 33.4202834, -111.9366373 33.4206051, -111.9366427 33.4210647, -111.9365335 33.4212272, -111.9365632 33.4218478, -111.936661 33.4218453, -111.9367585 33.421851, -111.9380591 33.4218402, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894, -111.944278 33.4269646, -111.94459 33.4269662, -111.9454989 33.4276893, -111.9457713 33.4276848, -111.9457707 33.4277998, -111.9465214 33.4281482)"
