agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry
98,3783,4176,1,27,3783,3784,8710,4176;316;162;161;1073;160;1075;113;11;10;229;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3783;,"LINESTRING (-111.9469 33.4160748, -111.9465175 33.41607310000001, -111.9457638 33.4160717, -111.9457671 33.4168277, -111.9457653 33.4173081, -111.9457633 33.4177924, -111.9457666 33.4182435, -111.9457704 33.4194034, -111.944246 33.4194019, -111.9442479 33.4203483, -111.9437235 33.4203539, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9461677 33.4307281)"
99,2,4176,1,27,2,3156,2,4176;316;162;161;1073;160;1075;113;11;10;229;184;3261;183;580;232;3772;366;233;3236;3;3152;3156;2;,"LINESTRING (-111.9469 33.4160748, -111.9465175 33.41607310000001, -111.9457638 33.4160717, -111.9457671 33.4168277, -111.9457653 33.4173081, -111.9457633 33.4177924, -111.9457666 33.4182435, -111.9457704 33.4194034, -111.944246 33.4194019, -111.9442479 33.4203483, -111.9437235 33.4203539, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.944268 33.4307934)"
100,3783,4181,1,27,3783,3784,8710,4181;160;1075;113;11;10;229;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3783;,"LINESTRING (-111.9469 33.41779380000001, -111.9457633 33.4177924, -111.9457666 33.4182435, -111.9457704 33.4194034, -111.944246 33.4194019, -111.9442479 33.4203483, -111.9437235 33.4203539, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9461677 33.4307281)"
101,2792,114,1,27,2792,3230,2923,114;41;42;3617;564;185;571;1017;184;3261;183;580;232;581;5;3457;3227;3225;3224;3230;2792;,"LINESTRING (-111.9426338 33.4136098, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9440975 33.4268702, -111.9441012 33.42767199999999, -111.9442962 33.4276724, -111.9443026 33.4279205)"
102,3284,3173,1,27,3284,4987,10809,3173;3172;3170;15;16;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;,"LINESTRING (-111.9437607 33.41658839999999, -111.9442407 33.4165478, -111.9442404 33.4162081, -111.9442403 33.4160678, -111.9442483 33.4146347, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477)"
103,4488,114,1,27,4488,1893,9810,114;41;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;280;188;3845;411;408;1119;104;1898;1895;1897;722;1893;4488;,"LINESTRING (-111.9426338 33.4136098, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9435008 33.42952, -111.9434575 33.4295241, -111.942717 33.4277836, -111.942647 33.4277383, -111.9400695 33.4275261, -111.9400691 33.42776060000001, -111.9400739 33.4285325, -111.940709 33.4285255, -111.9409201 33.4285232, -111.9411134 33.428521, -111.9413318 33.4285186, -111.9413419 33.429289, -111.9418549103121 33.4289586731595)"
106,2795,3575,1,27,2795,2792,2921,3575;3574;3576;42;3617;564;185;571;1017;184;3261;183;580;232;581;5;3457;3227;3225;3224;3230;2792;2795;,"LINESTRING (-111.9431467 33.4159811, -111.9424525 33.4159781, -111.9424522 33.4157881, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9440975 33.4268702, -111.9441012 33.42767199999999, -111.9442962 33.4276724, -111.9443026 33.4279205, -111.9443068 33.4280856)"
107,4986,3575,1,27,4986,2784,10806,3575;3574;3576;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;4986;,"LINESTRING (-111.9431467 33.4159811, -111.9424525 33.4159781, -111.9424522 33.4157881, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9455759559693 33.42991662511383)"
108,3156,3905,1,27,3156,3152,4,3905;3345;3344;3349;481;3627;3628;3399;3906;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3152;3156;,"LINESTRING (-111.9400256 33.4177102, -111.9400275 33.4179958, -111.9400217 33.4183487, -111.9400234 33.4185957, -111.940028 33.4190552, -111.9399806 33.4190558, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032)"
109,3284,4159,1,27,3284,2784,6619,4159;62;623;18;17;16;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;,"LINESTRING (-111.9469 33.4139141, -111.9457982 33.4139106, -111.9447391 33.413904, -111.9443138 33.4139026, -111.9442875 33.4146337, -111.9442483 33.4146347, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477)"
111,3157,4181,1,27,3157,3160,1508,4181;160;1075;113;11;10;229;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3160;3157;,"LINESTRING (-111.9469 33.41779380000001, -111.9457633 33.4177924, -111.9457666 33.4182435, -111.9457704 33.4194034, -111.944246 33.4194019, -111.9442479 33.4203483, -111.9437235 33.4203539, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9450364 33.4307669, -111.9446684 33.4307709)"
112,75,1277,1,28,75,3793,496,1277;1267;3610;124;997;3735;157;999;156;35;863;3971;2765;4136;3800;2767;3793;75;,"LINESTRING (-111.9465486 33.4218985, -111.9460941 33.4219461, -111.9458738 33.4231015, -111.9457575 33.4231776, -111.9457619 33.4234683, -111.9457662 33.4237503, -111.9457747 33.4243274, -111.9457738 33.4249026, -111.9457792 33.4254752, -111.945773 33.4262792, -111.9457728 33.4264284, -111.945772 33.4267672, -111.945772 33.4271033, -111.9457715 33.4272852, -111.9457714 33.4274554, -111.9457713 33.4276848, -111.9457707 33.4277998, -111.9457739 33.4281466)"
113,3158,4142,1,28,3158,3159,7421,4142;4072;1198;4071;4070;1201;683;3626;3628;3399;3906;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;,"LINESTRING (-111.9390636 33.4217526, -111.9390333 33.4206064, -111.9388999 33.4205078, -111.9389085 33.4204277, -111.9392023 33.420496, -111.9397193 33.4204945, -111.9398833 33.4204904, -111.939915 33.4204911, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647)"
114,2795,3162,1,28,2795,2792,2921,3162;3163;12;1076;1017;184;3261;183;580;232;581;5;3457;3227;3225;3224;3230;2792;2795;,"LINESTRING (-111.9443458 33.4187505, -111.9442451 33.4187505, -111.9442453 33.4189174, -111.9437063 33.4189336, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9440975 33.4268702, -111.9441012 33.42767199999999, -111.9442962 33.4276724, -111.9443026 33.4279205, -111.9443068 33.4280856)"
116,3233,4199,1,28,3233,4994,10823,4199;320;319;113;11;10;229;184;3261;183;580;232;3772;366;233;3236;3235;3233;,"LINESTRING (-111.9469 33.4182452, -111.9465211 33.4182437, -111.946525 33.4194053, -111.9457704 33.4194034, -111.944246 33.4194019, -111.9442479 33.4203483, -111.9437235 33.4203539, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349)"
117,3783,3162,1,28,3783,3784,8710,3162;3163;12;1076;1017;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3783;,"LINESTRING (-111.9443458 33.4187505, -111.9442451 33.4187505, -111.9442453 33.4189174, -111.9437063 33.4189336, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9461677 33.4307281)"
119,689,3165,1,28,689,3900,2323,3165;3164;11;10;229;184;3261;183;580;232;3772;3922;3920;3919;49;3148;105;3900;689;,"LINESTRING (-111.9449279 33.4188237, -111.9442454 33.4190374, -111.944246 33.4194019, -111.9442479 33.4203483, -111.9437235 33.4203539, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9434364 33.4255151, -111.9432524 33.4270553, -111.9428412 33.4275963, -111.9427719 33.4275569, -111.941512 33.42737750000001, -111.9400679 33.4273849, -111.939984 33.4273851, -111.9399633 33.4273851)"
120,5063,322,1,28,5063,3786,10960,322;159;9;323;3531;8;1126;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;3783;3784;3785;3786;5063;,"LINESTRING (-111.9457706 33.4210818, -111.9457723 33.42064, -111.9442498 33.420638, -111.9442507 33.4213791, -111.9442462 33.4217045, -111.9442661 33.4218936, -111.9439222 33.4218959, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647, -111.9461677 33.4307281, -111.9461665 33.4306462, -111.9461674 33.4304246, -111.946166 33.430348, -111.9458578283399 33.43031172686725)"
121,4980,4179,1,28,4980,3155,10794,4179;321;159;9;323;3531;8;1126;183;580;232;3772;366;233;3236;3;3152;3156;3154;3155;4980;,"LINESTRING (-111.9469 33.42064310000001, -111.9465294 33.420643, -111.9457723 33.42064, -111.9442498 33.420638, -111.9442507 33.4213791, -111.9442462 33.4217045, -111.9442661 33.4218936, -111.9439222 33.4218959, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704, -111.9444630282001 33.43002806807458)"
122,76,1422,1,28,76,75,171,1422;1424;2132;2131;2130;521;682;3625;3627;3628;3399;3906;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;581;5;3457;3227;864;2771;2768;2770;2767;3793;76;,"LINESTRING (-111.938304 33.4194347, -111.9387913 33.4192479, -111.9387913 33.4191645, -111.9394809 33.4191596, -111.9398042 33.4191527, -111.9398004 33.4190634, -111.939854 33.4190575, -111.9398947 33.419057, -111.9399806 33.4190558, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894, -111.944278 33.4269646, -111.94459 33.4269662, -111.9454989 33.4276893, -111.9457713 33.4276848, -111.9457707 33.4277998, -111.9465214 33.4281482)"
123,5212,2134,1,28,5212,506,11258,2134;2133;3568;1004;3252;2556;2560;2497;522;5262;3891;108;3883;1110;107;1111;27;1113;106;1115;83;105;279;50;3844;280;188;851;190;1158;1159;415;452;440;447;445;506;5212;,"LINESTRING (-111.9380337 33.4190975, -111.9381177 33.4191316, -111.9381172 33.4196844, -111.9381294 33.4205154, -111.9381331 33.4212166, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9400646 33.42344689999999, -111.9400719 33.424345, -111.9400789 33.424691, -111.9400797 33.4254922, -111.9400785 33.4260353, -111.9400776 33.4264624, -111.9400679 33.4273849, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9434575 33.4295241, -111.9434283 33.4295304, -111.9430761 33.429697, -111.9431442 33.4297815, -111.9433431 33.4307227, -111.9433535 33.4309202, -111.943241 33.4309221, -111.9430187 33.4309173, -111.9428607 33.430917, -111.9428288 33.4309188, -111.9428146 33.4314253, -111.9429211443443 33.43132273043049)"
124,4979,4250,1,28,4979,3151,10792,4250;1125;2988;1277;1267;3610;124;997;3735;157;999;1273;5;3771;3772;366;233;3236;3;3153;3151;4979;,"LINESTRING (-111.9469 33.4218989, -111.9468317 33.4218987, -111.9466721 33.4218982, -111.9465486 33.4218985, -111.9460941 33.4219461, -111.9458738 33.4231015, -111.9457575 33.4231776, -111.9457619 33.4234683, -111.9457662 33.4237503, -111.9457747 33.4243274, -111.9457738 33.4249026, -111.9442932 33.4248846, -111.9442882 33.4254677, -111.943615 33.425529, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443716 33.4293624, -111.9445009477578 33.42943607707105)"
125,2786,2157,1,28,2786,2785,6623,2157;2156;2136;168;2133;3568;1004;3252;2556;2560;2497;522;5262;3891;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;3282;2783;2785;2786;,"LINESTRING (-111.9373099 33.418723, -111.9377709 33.4190774, -111.9380385 33.4190779, -111.9381178 33.41907800000001, -111.9381177 33.4191316, -111.9381172 33.4196844, -111.9381294 33.4205154, -111.9381331 33.4212166, -111.9381441 33.421823, -111.938242 33.4218221, -111.9398225 33.4218198, -111.9398538 33.4218932, -111.9398951 33.4219382, -111.939939 33.4219028, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461, -111.9447374 33.4305631, -111.9445366 33.4305672, -111.9445329 33.4307844)"
